"Job.Title","Position","Employee.Identifier","Fiscal.Year.2012","Fiscal.Year.2013","Total.Biennium","agency"
"TEMP-NOT CLS-PROF�","NC9032","59C5672CA4","$33,877.48","$36,584.38","$70,461.86","Human Services"
"TEMP-NOT CLS-PROF�","NC9032","689F489395","$33,750.59","","$33,750.59","Human Services"
"TEMP-NOT CLS-PROF�","NC9032","6B2DFC65A3","$31,861.97","$11,534.29","$43,396.26","Human Services"
"TEMP-NOT CLS-PROF�","NC9032","6C3AB38678","","$20,972.25","$20,972.25","Human Services"
"TEMP-NOT CLS-PROF�","NC9032","6EC6600DCD","$27,832.35","","$27,832.35","Human Services"
"TEMP-NOT CLS-PROF�","NC9032","7B19D01191","","$4,247.64","$4,247.64","Human Services"
"TEMP-NOT CLS-PROF�","NC9032","7E3020C83A","$29,694.00","$17,550.75","$47,244.75","Human Services"
"TEMP-NOT CLS-PROF�","NC9032","86BA3092FD","$15,174.84","$13,295.57","$28,470.41","Human Services"
"TEMP-NOT CLS-PROF�","NC9032","894329290F","$1,593.41","$32,092.91","$33,686.32","Human Services"
"TEMP-NOT CLS-PROF�","NC9032","8E934DB591","$554.25","","$554.25","Human Services"
"TEMP-NOT CLS-PROF�","NC9032","931D5543AD","","$2,674.00","$2,674.00","Human Services"
"TEMP-NOT CLS-PROF�","NC9032","9373EAE16F","$17,774.76","$20,147.45","$37,922.21","Human Services"
"TEMP-NOT CLS-PROF�","NC9032","94A884C0B8","$36,120.25","$31,310.44","$67,430.69","Human Services"
"TEMP-NOT CLS-PROF�","NC9032","9EE877287C","$104,075.00","$99,050.00","$203,125.00","Human Services"
"TEMP-NOT CLS-PROF�","NC9032","A242D4AAF8","$20,914.06","$7,864.86","$28,778.92","Human Services"
"TEMP-NOT CLS-PROF�","NC9032","A846663EA2","$12,015.00","$11,790.00","$23,805.00","Human Services"
"TEMP-NOT CLS-PROF�","NC9032","AB941F6D61","","$9,339.00","$9,339.00","Human Services"
"TEMP-NOT CLS-PROF�","NC9032","AC8FE870AB","$21,648.11","","$21,648.11","Human Services"
"TEMP-NOT CLS-PROF�","NC9032","AE73484209","$11,579.74","$8,837.08","$20,416.82","Human Services"
"TEMP-NOT CLS-PROF�","NC9032","AEB108A355","$10,440.00","$9,585.00","$20,025.00","Human Services"
"TEMP-NOT CLS-PROF�","NC9032","B273410EDC","","$31,828.13","$31,828.13","Human Services"
"TEMP-NOT CLS-PROF�","NC9032","B3B717FEA4","$100.00","","$100.00","Human Services"
"TEMP-NOT CLS-PROF�","NC9032","B4134DE6E2","","$3,803.08","$3,803.08","Human Services"
"TEMP-NOT CLS-PROF�","NC9032","B9A26AE446","$34,049.84","$38,096.00","$72,145.84","Human Services"
"TEMP-NOT CLS-PROF�","NC9032","BE231128B2","$40,190.11","$14,338.60","$54,528.71","Human Services"
"TEMP-NOT CLS-PROF�","NC9032","C07AFB5845","$4,466.00","","$4,466.00","Human Services"
"TEMP-NOT CLS-PROF�","NC9032","C20BFA30E4","","$8,199.56","$8,199.56","Human Services"
"TEMP-NOT CLS-PROF�","NC9032","C5DE66E3C5","","$27,083.84","$27,083.84","Human Services"
"TEMP-NOT CLS-PROF�","NC9032","C6EDAD7721","$1,984.04","$694.80","$2,678.84","Human Services"
"TEMP-NOT CLS-PROF�","NC9032","D0642C2AF4","$14,542.48","$5,179.77","$19,722.25","Human Services"
"TEMP-NOT CLS-PROF�","NC9032","D4E56ACC7A","$34,303.82","$25,206.26","$59,510.08","Human Services"
"TEMP-NOT CLS-PROF�","NC9032","D8A357E4E0","$22,059.00","$5,940.00","$27,999.00","Human Services"
"TEMP-NOT CLS-PROF�","NC9032","DB1ADBB014","$4,072.75","","$4,072.75","Human Services"
"TEMP-NOT CLS-PROF�","NC9032","DC8E5894C3","","$4,392.29","$4,392.29","Human Services"
"TEMP-NOT CLS-PROF�","NC9032","DDFC2F9C88","$20,942.50","$11,575.20","$32,517.70","Human Services"
"TEMP-NOT CLS-PROF�","NC9032","DE8FE7F5C4","$3,628.75","","$3,628.75","Human Services"
"TEMP-NOT CLS-PROF�","NC9032","DF6CA98920","","$21,195.00","$21,195.00","Human Services"
"TEMP-NOT CLS-PROF�","NC9032","E1A6167669","","$4,313.75","$4,313.75","Human Services"
"TEMP-NOT CLS-PROF�","NC9032","E512E8010D","$25,927.56","$17,053.71","$42,981.27","Human Services"
"TEMP-NOT CLS-PROF�","NC9032","E942589CD8","$13,851.88","","$13,851.88","Human Services"
"TEMP-NOT CLS-PROF�","NC9032","EC0B969F33","$10,926.27","","$10,926.27","Human Services"
"TEMP-NOT CLS-PROF�","NC9032","EC4D0FC2C7","","$557.60","$557.60","Human Services"
"TEMP-NOT CLS-PROF�","NC9032","EC74D3ADCD","$21,708.00","$5,940.00","$27,648.00","Human Services"
"TEMP-NOT CLS-PROF�","NC9032","EEAD975E55","$2,050.00","","$2,050.00","Human Services"
"TEMP-NOT CLS-PROF�","NC9032","F2928E4CFB","","$48,358.25","$48,358.25","Human Services"
"TEMP-NOT CLS-PROF�","NC9032","F30043DF55","$20,073.76","$20,729.00","$40,802.76","Human Services"
"TEMP-NOT CLS-PROF�","NC9032","F65172D492","$732.19","","$732.19","Human Services"
"TEMP-NOT CLS-PROF�","NC9032","FF9BA7DCA6","$13,060.27","$11,657.90","$24,718.17","Human Services"
"TEMP-NOT CLS-SVCS/MAINT�","NC9038","0D4E659A45","","$120.12","$120.12","Human Services"
"TEMP-NOT CLS-SVCS/MAINT�","NC9038","1CF6697BD4","","$7,986.76","$7,986.76","Human Services"
"TEMP-NOT CLS-SVCS/MAINT�","NC9038","203C4E7685","$390.00","","$390.00","Human Services"
"TEMP-NOT CLS-SVCS/MAINT�","NC9038","310FAF7348","","$957.00","$957.00","Human Services"
"TEMP-NOT CLS-SVCS/MAINT�","NC9038","313E1595D7","","$2,224.44","$2,224.44","Human Services"
"TEMP-NOT CLS-SVCS/MAINT�","NC9038","35B18F69E1","$1,763.00","","$1,763.00","Human Services"
"TEMP-NOT CLS-SVCS/MAINT�","NC9038","7EDE12916B","","$2,395.36","$2,395.36","Human Services"
"TEMP-NOT CLS-SVCS/MAINT�","NC9038","994794B0B8","$6,462.80","","$6,462.80","Human Services"
"TEMP-NOT CLS-SVCS/MAINT�","NC9038","ADD9133B0D","","$5,378.75","$5,378.75","Human Services"
"TEMP-NOT CLS-SVCS/MAINT�","NC9038","C5B54C3A4F","$5,440.00","$14,724.00","$20,164.00","Human Services"
"TEMP-NOT CLS-SVCS/MAINT�","NC9038","FAE2EE136E","$3,336.40","$8,588.95","$11,925.35","Human Services"
"TEMP-NOT CLS-TECH�","NC9033","0116F515F4","$7,155.23","","$7,155.23","Human Services"
"TEMP-NOT CLS-TECH�","NC9033","081FCF21B7","$10,409.00","$5,663.00","$16,072.00","Human Services"
"TEMP-NOT CLS-TECH�","NC9033","2AB88D70D6","$42.00","$168.00","$210.00","Human Services"
"TEMP-NOT CLS-TECH�","NC9033","2BC3F35CB0","$828.75","$1,803.75","$2,632.50","Human Services"
"TEMP-NOT CLS-TECH�","NC9033","4847EDB69F","$8,283.27","$16,659.36","$24,942.63","Human Services"
"TEMP-NOT CLS-TECH�","NC9033","4AD9A73FA2","","$16,736.00","$16,736.00","Human Services"
"TEMP-NOT CLS-TECH�","NC9033","4F0221E44E","$35,845.81","$7,648.47","$43,494.28","Human Services"
"TEMP-NOT CLS-TECH�","NC9033","6EA9F08693","$22,602.30","$23,140.20","$45,742.50","Human Services"
"TEMP-NOT CLS-TECH�","NC9033","854767FEED","$6,600.00","","$6,600.00","Human Services"
"TEMP-NOT CLS-TECH�","NC9033","8B3BEAB0A0","$4,025.37","$6,130.80","$10,156.17","Human Services"
"TEMP-NOT CLS-TECH�","NC9033","A301B7C872","$13,979.34","$2,206.56","$16,185.90","Human Services"
"TEMP-NOT CLS-TECH�","NC9033","A75A4E7509","$290.00","$98.00","$388.00","Human Services"
"TEMP-NOT CLS-TECH�","NC9033","A9B7954A97","$1,553.50","","$1,553.50","Human Services"
"TEMP-NOT CLS-TECH�","NC9033","BA927F2D9C","","$774.90","$774.90","Human Services"
"TEMP-NOT CLS-TECH�","NC9033","C2A5AEEFA2","$3,174.65","$4,377.80","$7,552.45","Human Services"
"TEMP-NOT CLS-TECH�","NC9033","D5B7A1B5B9","$10,863.72","","$10,863.72","Human Services"
"TEMP-NOT CLS-TECH�","NC9033","E7D1D7CD1F","","$10,300.50","$10,300.50","Human Services"
"THERAPEUTIC REC SPEC II�","CL3172","49EB74AE52","$47,057.30","$46,848.00","$93,905.30","Human Services"
"THERAPEUTIC REC SPEC II�","CL3172","C5B7BD0897","$44,191.54","$44,220.00","$88,411.54","Human Services"
"THERAPEUTIC REC SPEC II�","CL3172","C848045CC5","$49,601.41","$49,752.00","$99,353.41","Human Services"
"THERAPEUTIC REC SPEC III","CL3173","192EE23694","$54,422.03","$54,156.00","$108,578.03","Human Services"
"THERAPEUTIC REC SPEC III","CL3173","EF81D75F75","$56,608.81","$56,904.00","$113,512.81","Human Services"
"TRAINING OFFICER I","CL0818","836AFE4580","","$7,352.00","$7,352.00","Human Services"
"TRAINING OFFICER II�","CL0819","870DDA8D99","$49,674.02","$49,824.00","$99,498.02","Human Services"
"TREATMENT UNIT DIRECTOR�","CL4037","303AC06124","$68,203.10","$76,997.00","$145,200.10","Human Services"
"TREATMENT UNIT DIRECTOR�","CL4037","BD8EFDCD80","$99,258.37","$100,464.00","$199,722.37","Human Services"
"UNIT PROGRAM COORD","CL4116","13627B8D3B","$13,057.08","","$13,057.08","Human Services"
"UNIT PROGRAM COORD","CL4116","171A70B5DB","$55,701.11","$56,730.00","$112,431.11","Human Services"
"UNIT PROGRAM COORD","CL4116","22FD0EC7C5","$56,947.68","$19,084.00","$76,031.68","Human Services"
"UNIT PROGRAM COORD","CL4116","2F6DEF93D2","$42,916.26","$45,420.00","$88,336.26","Human Services"
"UNIT PROGRAM COORD","CL4116","37E0094222","$52,772.28","$52,992.00","$105,764.28","Human Services"
"UNIT PROGRAM COORD","CL4116","3E5D4A6848","$33,803.84","$28,812.08","$62,615.92","Human Services"
"UNIT PROGRAM COORD","CL4116","415F8A07B1","$53,934.14","$54,168.00","$108,102.14","Human Services"
"UNIT PROGRAM COORD","CL4116","8D1F2F333E","$46,672.58","$46,752.00","$93,424.58","Human Services"
"UNIT PROGRAM COORD","CL4116","9C872D637D","$54,127.78","$54,372.00","$108,499.78","Human Services"
"UNIT PROGRAM COORD","CL4116","9F2CD17714","$55,785.83","$56,064.00","$111,849.83","Human Services"
"UNIT PROGRAM COORD","CL4116","CCBE3E1443","","$26,495.00","$26,495.00","Human Services"
"UNIT PROGRAM COORD","CL4116","D882816D68","$24,195.30","$45,920.00","$70,115.30","Human Services"
"UNIT PROGRAM COORD","CL4116","F17407ED2F","$44,824.77","$47,349.00","$92,173.77","Human Services"
"VISION REHAB SPECIALIST II","CL4226","059204AEFD","$46,551.55","$46,632.00","$93,183.55","Human Services"
"VISION REHAB SPECIALIST II","CL4226","153B997FBE","","$42,953.60","$42,953.60","Human Services"
"VISION REHAB SPECIALIST II","CL4226","63A2AF7EE6","$43,568.83","","$43,568.83","Human Services"
"VISION REHAB SPECIALIST II","CL4226","6ABB568BC5","$48,790.53","$48,924.00","$97,714.53","Human Services"
"VISION REHAB SPECIALIST II","CL4226","730F4EB60E","$42,279.33","$42,276.00","$84,555.33","Human Services"
"VISION REHAB SPECIALIST II","CL4226","AE55A26E58","$56,513.74","$57,012.00","$113,525.74","Human Services"
"VISION REHAB SPECIALIST II","CL4226","D0118D1DC8","$43,610.62","$43,632.00","$87,242.62","Human Services"
"VISION REHAB SPECIALIST II","CL4226","E319B5850E","$38,527.52","$41,307.00","$79,834.52","Human Services"
"VOC REHAB COUNS II","CL4222","020244F87E","$39,764.35","$41,568.00","$81,332.35","Human Services"
"VOC REHAB COUNS II","CL4222","0B7BED8D6F","","$5,493.91","$5,493.91","Human Services"
"VOC REHAB COUNS II","CL4222","0C992C6004","$39,756.56","$10,392.00","$50,148.56","Human Services"
"VOC REHAB COUNS II","CL4222","114AAC5EA8","$20,983.00","","$20,983.00","Human Services"
"VOC REHAB COUNS II","CL4222","161F1E0EE4","$39,814.25","$18,012.00","$57,826.25","Human Services"
"VOC REHAB COUNS II","CL4222","16EF367B1F","$33,531.18","$41,568.00","$75,099.18","Human Services"
"VOC REHAB COUNS II","CL4222","1D9EE96D23","$38,100.81","$41,568.00","$79,668.81","Human Services"
"VOC REHAB COUNS II","CL4222","32AC253947","$6,969.53","","$6,969.53","Human Services"
"VOC REHAB COUNS II","CL4222","33CAED3A4F","","$10,872.00","$10,872.00","Human Services"
"VOC REHAB COUNS II","CL4222","3B7864E1D1","$38,527.52","$41,568.00","$80,095.52","Human Services"
"VOC REHAB COUNS II","CL4222","4E4939EF57","$42,484.23","$42,744.00","$85,228.23","Human Services"
"VOC REHAB COUNS II","CL4222","51996732DF","$34,393.09","","$34,393.09","Human Services"
"VOC REHAB COUNS II","CL4222","53393201B4","$39,592.56","$17,320.00","$56,912.56","Human Services"
"VOC REHAB COUNS II","CL4222","712D0552E9","$38,527.52","$31,176.00","$69,703.52","Human Services"
"VOC REHAB COUNS II","CL4222","71C64EB99B","$41,923.69","$14,024.00","$55,947.69","Human Services"
"VOC REHAB COUNS II","CL4222","88A9ACFF81","$21,620.35","","$21,620.35","Human Services"
"VOC REHAB COUNS II","CL4222","90E0E4E3F1","$10,333.66","","$10,333.66","Human Services"
"VOC REHAB COUNS II","CL4222","9E35AF6D86","$29,833.04","$41,646.57","$71,479.61","Human Services"
"VOC REHAB COUNS II","CL4222","AD27058A84","","$10,713.00","$10,713.00","Human Services"
"VOC REHAB COUNS II","CL4222","AD8FE27E67","$38,527.52","$41,568.00","$80,095.52","Human Services"
"VOC REHAB COUNS II","CL4222","B73D238723","$5,584.77","","$5,584.77","Human Services"
"VOC REHAB COUNS II","CL4222","BA29076E88","$40,476.05","$43,471.00","$83,947.05","Human Services"
"VOC REHAB COUNS II","CL4222","D83FD887D3","$24,239.08","$44,448.00","$68,687.08","Human Services"
"VOC REHAB COUNS II","CL4222","DD090EB427","$27,347.13","","$27,347.13","Human Services"
"VOC REHAB COUNS II","CL4222","DF22B01BEB","$45,686.33","","$45,686.33","Human Services"
"VOC REHAB COUNS II","CL4222","E151EA31F9","$39,780.83","$41,568.00","$81,348.83","Human Services"
"VOC REHAB COUNS II","CL4222","E69B3CB84D","$40,789.92","$41,568.00","$82,357.92","Human Services"
"VOC REHAB COUNS II","CL4222","F01CD1BC1D","","$23,573.00","$23,573.00","Human Services"
"VOC REHAB COUNS II","CL4222","F77A79F050","","$6,928.00","$6,928.00","Human Services"
"VOC REHAB COUNS II","CL4222","F9A3FAE3C9","$22,067.24","$41,568.00","$63,635.24","Human Services"
"VOC REHAB COUNS II","CL4222","FD1BFCAA54","$13,160.00","","$13,160.00","Human Services"
"VOC REHAB COUNS II","CL4222","FD3BDD3A3C","$5,058.45","","$5,058.45","Human Services"
"VOC REHAB COUNS II","CL4222","FF9C3E4E93","$43,659.03","$43,680.00","$87,339.03","Human Services"
"VOC REHAB COUNS III�","CL4223","066117CF19","$49,273.49","$48,228.00","$97,501.49","Human Services"
"VOC REHAB COUNS III�","CL4223","0C992C6004","","$35,565.00","$35,565.00","Human Services"
"VOC REHAB COUNS III�","CL4223","114AAC5EA8","$31,236.36","$51,912.00","$83,148.36","Human Services"
"VOC REHAB COUNS III�","CL4223","161F1E0EE4","","$26,495.00","$26,495.00","Human Services"
"VOC REHAB COUNS III�","CL4223","1B04EA1255","$42,126.38","$45,420.00","$87,546.38","Human Services"
"VOC REHAB COUNS III�","CL4223","2041565097","$44,348.88","$45,420.00","$89,768.88","Human Services"
"VOC REHAB COUNS III�","CL4223","21F61424A9","$44,348.88","$45,420.00","$89,768.88","Human Services"
"VOC REHAB COUNS III�","CL4223","2715A077C2","$49,553.00","$49,704.00","$99,257.00","Human Services"
"VOC REHAB COUNS III�","CL4223","286C96C3EE","$50,465.12","$42,339.07","$92,804.19","Human Services"
"VOC REHAB COUNS III�","CL4223","33CAED3A4F","","$19,380.52","$19,380.52","Human Services"
"VOC REHAB COUNS III�","CL4223","3C574DFA55","$50,024.99","$50,184.00","$100,208.99","Human Services"
"VOC REHAB COUNS III�","CL4223","53393201B4","","$26,816.00","$26,816.00","Human Services"
"VOC REHAB COUNS III�","CL4223","60A9363BE4","$47,385.83","$47,908.00","$95,293.83","Human Services"
"VOC REHAB COUNS III�","CL4223","60E63A1169","$44,579.44","$6,220.82","$50,800.26","Human Services"
"VOC REHAB COUNS III�","CL4223","6B0B147893","$52,911.57","$53,163.59","$106,075.16","Human Services"
"VOC REHAB COUNS III�","CL4223","712D0552E9","","$11,355.00","$11,355.00","Human Services"
"VOC REHAB COUNS III�","CL4223","71C64EB99B","","$30,280.00","$30,280.00","Human Services"
"VOC REHAB COUNS III�","CL4223","89FB93EBD6","$46,491.65","$16,668.08","$63,159.73","Human Services"
"VOC REHAB COUNS III�","CL4223","967E0D4D56","$49,843.45","$49,992.00","$99,835.45","Human Services"
"VOC REHAB COUNS III�","CL4223","AE6742069B","$49,805.81","$48,756.00","$98,561.81","Human Services"
"VOC REHAB COUNS III�","CL4223","C18465BF0D","$45,038.73","$45,420.00","$90,458.73","Human Services"
"VOC REHAB COUNS III�","CL4223","C53ECE8350","$44,360.98","$27,630.50","$71,991.48","Human Services"
"VOC REHAB COUNS III�","CL4223","D0E1C4B24E","$47,891.81","$48,912.00","$96,803.81","Human Services"
"VOC REHAB COUNS III�","CL4223","DF22B01BEB","$4,342.00","$53,484.00","$57,826.00","Human Services"
"VOC REHAB COUNS III�","CL4223","E00D6BF7FA","$1,887.81","","$1,887.81","Human Services"
"VOC REHAB COUNS III�","CL4223","F49F1299BA","$49,214.12","$49,356.00","$98,570.12","Human Services"
"VOC REHAB COUNS III�","CL4223","FBC2261E03","$45,747.65","$45,995.00","$91,742.65","Human Services"
"VOC REHAB COUNS III�","CL4223","FD1BFCAA54","$28,882.93","$45,420.00","$74,302.93","Human Services"
"VOC REHAB COUNS III�","CL4223","FD3BDD3A3C","$3,777.00","","$3,777.00","Human Services"
"VOCATIONAL EVALUATOR II�","CL4244","C045DB3F94","$54,466.65","$54,720.00","$109,186.65","Human Services"
"VOCATIONAL TRNG TECH","CL4273","0045A426A1","$35,296.13","","$35,296.13","Human Services"
"VOCATIONAL TRNG TECH","CL4273","043D29DFD5","$31,241.76","","$31,241.76","Human Services"
"VOCATIONAL TRNG TECH","CL4273","07BA101BF2","$36,634.81","","$36,634.81","Human Services"
"VOCATIONAL TRNG TECH","CL4273","08C7DB6059","$2,399.28","","$2,399.28","Human Services"
"VOCATIONAL TRNG TECH","CL4273","13296BEFFB","$29,523.19","","$29,523.19","Human Services"
"VOCATIONAL TRNG TECH","CL4273","13899C1D6C","$31,477.57","","$31,477.57","Human Services"
"VOCATIONAL TRNG TECH","CL4273","13E832CBB4","$40,173.48","","$40,173.48","Human Services"
"VOCATIONAL TRNG TECH","CL4273","13EE26CE98","$37,680.35","","$37,680.35","Human Services"
"VOCATIONAL TRNG TECH","CL4273","1FE0D789AC","$34,872.54","","$34,872.54","Human Services"
"VOCATIONAL TRNG TECH","CL4273","22BA48518E","$30,761.45","","$30,761.45","Human Services"
"VOCATIONAL TRNG TECH","CL4273","2DF8A22C73","$35,864.96","","$35,864.96","Human Services"
"VOCATIONAL TRNG TECH","CL4273","400A4615BB","$31,386.99","","$31,386.99","Human Services"
"VOCATIONAL TRNG TECH","CL4273","47D8A00173","$31,036.02","","$31,036.02","Human Services"
"VOCATIONAL TRNG TECH","CL4273","4B0EADF621","$11,090.21","","$11,090.21","Human Services"
"VOCATIONAL TRNG TECH","CL4273","4C916C85C6","$33,618.92","","$33,618.92","Human Services"
"VOCATIONAL TRNG TECH","CL4273","4E2FDB2066","$30,612.43","","$30,612.43","Human Services"
"VOCATIONAL TRNG TECH","CL4273","52D222C27F","$31,241.76","","$31,241.76","Human Services"
"VOCATIONAL TRNG TECH","CL4273","551CCA5E5B","$35,103.31","","$35,103.31","Human Services"
"VOCATIONAL TRNG TECH","CL4273","62570C1FB8","$37,486.70","","$37,486.70","Human Services"
"VOCATIONAL TRNG TECH","CL4273","6C06A29EDC","$36,542.70","","$36,542.70","Human Services"
"VOCATIONAL TRNG TECH","CL4273","710100CCE8","$34,170.32","","$34,170.32","Human Services"
"VOCATIONAL TRNG TECH","CL4273","7C740651B0","$29,863.14","","$29,863.14","Human Services"
"VOCATIONAL TRNG TECH","CL4273","8BF1FB2874","$36,430.88","","$36,430.88","Human Services"
"VOCATIONAL TRNG TECH","CL4273","8F4394479C","$38,297.58","","$38,297.58","Human Services"
"VOCATIONAL TRNG TECH","CL4273","8FC77AEB8F","$38,515.42","","$38,515.42","Human Services"
"VOCATIONAL TRNG TECH","CL4273","908D4D5DA9","$35,731.82","","$35,731.82","Human Services"
"VOCATIONAL TRNG TECH","CL4273","9218BCB184","$34,763.62","","$34,763.62","Human Services"
"VOCATIONAL TRNG TECH","CL4273","9969B92AF2","$28,651.80","","$28,651.80","Human Services"
"VOCATIONAL TRNG TECH","CL4273","B2C565FF1B","$30,031.50","","$30,031.50","Human Services"
"VOCATIONAL TRNG TECH","CL4273","C5FE97B2AD","$36,046.50","","$36,046.50","Human Services"
"VOCATIONAL TRNG TECH","CL4273","C9B126BAE6","$34,037.46","","$34,037.46","Human Services"
"VOCATIONAL TRNG TECH","CL4273","DC6517DEAF","$35,175.11","","$35,175.11","Human Services"
"VOCATIONAL TRNG TECH","CL4273","E0F9A43A51","$37,414.09","","$37,414.09","Human Services"
"VOCATIONAL TRNG TECH","CL4273","E4EB16A025","$30,031.50","","$30,031.50","Human Services"
"VOCATIONAL TRNG TECH","CL4273","EF8AACF2EA","$28,907.29","","$28,907.29","Human Services"
"VOCATIONAL TRNG TECH","CL4273","F4771C5206","$33,032.95","","$33,032.95","Human Services"
"VOCATIONAL TRNG TECH","CL4273","F65D1ED89F","$36,070.70","","$36,070.70","Human Services"
"VOCATIONAL TRNG TECH","CL4273","FBE8B82CD4","$33,819.62","","$33,819.62","Human Services"
"ADMIN ASSISTANT III ","CL0043","7D53417EE3","","$45,153.00","$45,153.00","Indian Affairs Commission"
"ADMIN ASSISTANT III ","CL0043","9830F750AA","$42,593.45","","$42,593.45","Indian Affairs Commission"
"ADMIN OFR II","CL0912","3199B35AFC","","$36,975.15","$36,975.15","Indian Affairs Commission"
"ADMIN OFR II","CL0912","A01A0C323A","$49,530.28","","$49,530.28","Indian Affairs Commission"
"APPOINTED--NOT CLASSIFIED ","NC9002","EDA785D427","$73,621.82","$74,268.00","$147,889.82","Indian Affairs Commission"
"EDUCATION PROGRAM ADM III ","CL1603","0DC30ED9EB","$50,893.14","$51,059.16","$101,952.30","Indian Affairs Commission"
"INTERN – NOT CLASSIFIED ","NC9050","5B330620BF","$3,000.00","$600.00","$3,600.00","Indian Affairs Commission"
"INTERN – NOT CLASSIFIED ","NC9050","E9D77D385D","$48.00","","$48.00","Indian Affairs Commission"
"TEMP-NOT CLS-ADMIN SPT","NC9036","D6B347BE29","$3,288.00","","$3,288.00","Indian Affairs Commission"
"ACCOUNT/BUDGET SPEC II","CL0222","7B60008ED6","$28,868.50","","$28,868.50","Industrial Commission"
"ACCOUNT/BUDGET SPEC II","CL0222","91557C8A01","$46,714.46","$10,133.33","$56,847.79","Industrial Commission"
"ACCOUNT/BUDGET SPEC III ","CL0223","91557C8A01","","$66,597.99","$66,597.99","Industrial Commission"
"ADMIN ASSISTANT II","CL0042","5CBC1F4E0A","$35,784.23","$37,467.66","$73,251.89","Industrial Commission"
"ADMIN ASSISTANT II","CL0042","991C820309","$44,954.01","$8,800.00","$53,754.01","Industrial Commission"
"ADMIN ASSISTANT II","CL0042","9AD6A9A4D6","$12,433.32","","$12,433.32","Industrial Commission"
"ADMIN ASSISTANT II","CL0042","D84F30B58F","$24,385.98","$40,211.00","$64,596.98","Industrial Commission"
"ADMIN ASSISTANT II","CL0042","FCF7236EEF","$39,227.66","$39,154.68","$78,382.34","Industrial Commission"
"ADMIN ASSISTANT III ","CL0043","5CBC1F4E0A","","$5,966.66","$5,966.66","Industrial Commission"
"ADMIN ASSISTANT III ","CL0043","991C820309","","$51,011.00","$51,011.00","Industrial Commission"
"ADMIN STAFF OFFICER III ","CL0953","7B60008ED6","$11,716.66","","$11,716.66","Industrial Commission"
"APPOINTED--NOT CLASSIFIED ","NC9002","DB33B45527","$164,245.34","$173,415.60","$337,660.94","Industrial Commission"
"BUDGETED-PENDING CLASSF'N ","999998","AA63886A25","$6,642.86","","$6,642.86","Industrial Commission"
"BUSINESS MANAGER II ","CL0432","CD786EA433","$86,487.71","$87,419.76","$173,907.47","Industrial Commission"
"D B DESIGN ANALYST I","CL0148","B867060C7C","$58,476.60","$37,108.31","$95,584.91","Industrial Commission"
"D B DESIGN ANALYST II ","CL0149","8EF29AAAD7","","$25,583.00","$25,583.00","Industrial Commission"
"DATA PROC COORD III ","CL0153","49AC777A12","$55,350.14","$61,757.00","$117,107.14","Industrial Commission"
"ENGINEERING TECH III","CL2003","B5C9031ADD","$35,178.45","$47,762.96","$82,941.41","Industrial Commission"
"ENGINEERING TECH III","CL2003","F858EFB65E","$37,206.77","$44,573.96","$81,780.73","Industrial Commission"
"ENGINEERING TECH IV ","CL2004","1AC4AD5D05","","$3,238.50","$3,238.50","Industrial Commission"
"ENGINEERING TECH IV ","CL2004","1C89228EAA","$35,070.85","","$35,070.85","Industrial Commission"
"ENGINEERING TECH IV ","CL2004","25E3B8C882","$38,544.97","$53,956.00","$92,500.97","Industrial Commission"
"ENGINEERING TECH IV ","CL2004","712F055043","","$497.56","$497.56","Industrial Commission"
"ENGINEERING TECH IV ","CL2004","7306B41283","","$22,437.80","$22,437.80","Industrial Commission"
"ENGINEERING TECH IV ","CL2004","792866939E","","$45,157.13","$45,157.13","Industrial Commission"
"ENGINEERING TECH IV ","CL2004","8CE0255EF0","$41,936.47","$44,000.00","$85,936.47","Industrial Commission"
"ENGINEERING TECH IV ","CL2004","8EF29AAAD7","$51,719.36","$36,466.64","$88,186.00","Industrial Commission"
"ENGINEERING TECH IV ","CL2004","8FD70C7E2E","","$34,341.47","$34,341.47","Industrial Commission"
"ENGINEERING TECH IV ","CL2004","AEAC44F4E4","","$39,203.80","$39,203.80","Industrial Commission"
"ENGINEERING TECH IV ","CL2004","C5A6AA2101","$47,180.89","$3,924.49","$51,105.38","Industrial Commission"
"ENGINEERING TECH IV ","CL2004","EA3387B1C8","$38,544.97","$54,493.04","$93,038.01","Industrial Commission"
"ENGINEERING TECH IV ","CL2004","F75FD82526","","$952.50","$952.50","Industrial Commission"
"EXECUTIVE STAFF OFFICER ","CL0852","0E4AC1F9B4","$80,362.22","","$80,362.22","Industrial Commission"
"EXECUTIVE STAFF OFFICER ","CL0852","84152A676B","","$46,666.69","$46,666.69","Industrial Commission"
"EXECUTIVE STAFF OFFICER ","CL0852","B998DC764C","","$13,686.00","$13,686.00","Industrial Commission"
"GEOLOGIC MAP TECH II","CL2112","622BF4082F","$42,138.09","$46,400.00","$88,538.09","Industrial Commission"
"GEOLOGIC MAP TECH II","CL2112","DB4267960B","$38,103.94","$43,146.96","$81,250.90","Industrial Commission"
"GIS SPECIALIST II ","CL2114","B13CBE7BFD","$53,736.50","$60,426.96","$114,163.46","Industrial Commission"
"INFO TECHNOLOGY ADMIN I ","CL0171","2125FDD249","","$53,836.39","$53,836.39","Industrial Commission"
"INFO TECHNOLOGY ADMIN I ","CL0171","A447117A1B","$77,639.14","$25,027.29","$102,666.43","Industrial Commission"
