"Job.Title","Position","Employee.Identifier","Fiscal.Year.2010","Fiscal.Year.2011","Total.Biennium","agency"
"TEMP-NOT CLS-OFCL/ADMIN ","NC9031","B0FCE39A0C","$187.50","$187.50","$375.00","Game and Fish Department"
"TEMP-NOT CLS-OFCL/ADMIN ","NC9031","C6935B793D","$375.00","$187.50","$562.50","Game and Fish Department"
"TEMP-NOT CLS-PARAPROF ","NC9035","A43C360088","","$7,499.25","$7,499.25","Game and Fish Department"
"TEMP-NOT CLS-PARAPROF ","NC9035","C0ED805C3F","$144.00","","$144.00","Game and Fish Department"
"TEMP-NOT CLS-PARAPROF ","NC9035","C6D22B8204","$8,802.00","$11,520.00","$20,322.00","Game and Fish Department"
"TEMP-NOT CLS-SVCS/MAINT ","NC9038","1CBD0DF10F","$8,985.00","$936.00","$9,921.00","Game and Fish Department"
"TEMP-NOT CLS-TECH ","NC9033","067667BE8A","$5,901.00","$3,071.25","$8,972.25","Game and Fish Department"
"TEMP-NOT CLS-TECH ","NC9033","06B9270071","","$470.25","$470.25","Game and Fish Department"
"TEMP-NOT CLS-TECH ","NC9033","0E0EBD0E95","$11,043.00","","$11,043.00","Game and Fish Department"
"TEMP-NOT CLS-TECH ","NC9033","0E60CA2FD2","$4,992.75","$5,022.00","$10,014.75","Game and Fish Department"
"TEMP-NOT CLS-TECH ","NC9033","0E84093031","","$21,744.00","$21,744.00","Game and Fish Department"
"TEMP-NOT CLS-TECH ","NC9033","11363A2860","","$3,324.00","$3,324.00","Game and Fish Department"
"TEMP-NOT CLS-TECH ","NC9033","130620B577","$2,877.00","$5,885.25","$8,762.25","Game and Fish Department"
"TEMP-NOT CLS-TECH ","NC9033","13CCF265CE","$2,576.13","","$2,576.13","Game and Fish Department"
"TEMP-NOT CLS-TECH ","NC9033","1A5F1608C6","$388.50","$4,142.25","$4,530.75","Game and Fish Department"
"TEMP-NOT CLS-TECH ","NC9033","1A81302777","$6,280.88","","$6,280.88","Game and Fish Department"
"TEMP-NOT CLS-TECH ","NC9033","1C1DC3C0EE","","$4,863.00","$4,863.00","Game and Fish Department"
"TEMP-NOT CLS-TECH ","NC9033","20AFA40473","$2,730.00","","$2,730.00","Game and Fish Department"
"TEMP-NOT CLS-TECH ","NC9033","232F6D32BD","$25,821.00","$25,392.00","$51,213.00","Game and Fish Department"
"TEMP-NOT CLS-TECH ","NC9033","286B4BB72D","$4,140.00","$4,374.00","$8,514.00","Game and Fish Department"
"TEMP-NOT CLS-TECH ","NC9033","2E1B0D0C90","$24,390.00","$17,217.00","$41,607.00","Game and Fish Department"
"TEMP-NOT CLS-TECH ","NC9033","30EE9AC062","$28,080.00","$2,376.00","$30,456.00","Game and Fish Department"
"TEMP-NOT CLS-TECH ","NC9033","34024FE9D3","","$7,950.00","$7,950.00","Game and Fish Department"
"TEMP-NOT CLS-TECH ","NC9033","352E002F41","$1,716.00","","$1,716.00","Game and Fish Department"
"TEMP-NOT CLS-TECH ","NC9033","3637A82B5B","","$3,348.00","$3,348.00","Game and Fish Department"
"TEMP-NOT CLS-TECH ","NC9033","36CAAE4120","","$1,883.07","$1,883.07","Game and Fish Department"
"TEMP-NOT CLS-TECH ","NC9033","36DF01DDFB","","$2,169.75","$2,169.75","Game and Fish Department"
"TEMP-NOT CLS-TECH ","NC9033","3D77158ECF","$6,792.64","$6,489.00","$13,281.64","Game and Fish Department"
"TEMP-NOT CLS-TECH ","NC9033","3F2D6164F9","$1,824.57","","$1,824.57","Game and Fish Department"
"TEMP-NOT CLS-TECH ","NC9033","41C623C6F0","$2,206.88","$4,938.39","$7,145.27","Game and Fish Department"
"TEMP-NOT CLS-TECH ","NC9033","45DC8AECD8","","$2,409.00","$2,409.00","Game and Fish Department"
"TEMP-NOT CLS-TECH ","NC9033","46C2003325","$2,442.00","$2,368.00","$4,810.00","Game and Fish Department"
"TEMP-NOT CLS-TECH ","NC9033","46CD2B52A5","$13,752.00","$14,028.00","$27,780.00","Game and Fish Department"
"TEMP-NOT CLS-TECH ","NC9033","4A1D8D1C58","$4,712.44","$2,349.51","$7,061.95","Game and Fish Department"
"TEMP-NOT CLS-TECH ","NC9033","4E239611A2","$5,612.25","$22,908.00","$28,520.25","Game and Fish Department"
"TEMP-NOT CLS-TECH ","NC9033","5336BAC3C1","$17,898.00","$24,411.00","$42,309.00","Game and Fish Department"
"TEMP-NOT CLS-TECH ","NC9033","54D658CD08","$2,066.64","","$2,066.64","Game and Fish Department"
"TEMP-NOT CLS-TECH ","NC9033","57B7CF2B36","$24,189.00","$28,107.00","$52,296.00","Game and Fish Department"
"TEMP-NOT CLS-TECH ","NC9033","5B75D19A55","","$2,940.00","$2,940.00","Game and Fish Department"
"TEMP-NOT CLS-TECH ","NC9033","5C0865CD1E","$2,588.25","","$2,588.25","Game and Fish Department"
"TEMP-NOT CLS-TECH ","NC9033","5E337CAD32","$2,497.50","$5,027.38","$7,524.88","Game and Fish Department"
"TEMP-NOT CLS-TECH ","NC9033","5E94B37A4B","","$971.25","$971.25","Game and Fish Department"
"TEMP-NOT CLS-TECH ","NC9033","65C1362BAC","$2,037.76","$5,077.88","$7,115.64","Game and Fish Department"
"TEMP-NOT CLS-TECH ","NC9033","699DE1C7C0","$20,682.01","$23,807.25","$44,489.26","Game and Fish Department"
"TEMP-NOT CLS-TECH ","NC9033","6C7A004DD0","","$2,803.50","$2,803.50","Game and Fish Department"
"TEMP-NOT CLS-TECH ","NC9033","6F8FC90E1A","$4,100.25","","$4,100.25","Game and Fish Department"
"TEMP-NOT CLS-TECH ","NC9033","7239FE7F7D","$4,635.63","$2,409.75","$7,045.38","Game and Fish Department"
"TEMP-NOT CLS-TECH ","NC9033","7422B17BE2","","$3,380.00","$3,380.00","Game and Fish Department"
"TEMP-NOT CLS-TECH ","NC9033","7A0AFE9CCD","$2,610.00","$23,268.00","$25,878.00","Game and Fish Department"
"TEMP-NOT CLS-TECH ","NC9033","7C6273FDBC","$5,119.88","$5,423.63","$10,543.51","Game and Fish Department"
"TEMP-NOT CLS-TECH ","NC9033","7DDF42CF4A","$6,243.76","","$6,243.76","Game and Fish Department"
"TEMP-NOT CLS-TECH ","NC9033","82F957A76E","$1,533.00","$3,927.00","$5,460.00","Game and Fish Department"
"TEMP-NOT CLS-TECH ","NC9033","8332F5937D","$3,722.82","$3,291.75","$7,014.57","Game and Fish Department"
"TEMP-NOT CLS-TECH ","NC9033","88948997D8","","$3,390.00","$3,390.00","Game and Fish Department"
"TEMP-NOT CLS-TECH ","NC9033","8E34C0B1F7","","$2,543.76","$2,543.76","Game and Fish Department"
"TEMP-NOT CLS-TECH ","NC9033","90A3B84CD5","$3,348.00","","$3,348.00","Game and Fish Department"
"TEMP-NOT CLS-TECH ","NC9033","9177EF1525","","$4,863.00","$4,863.00","Game and Fish Department"
"TEMP-NOT CLS-TECH ","NC9033","945D4B0170","$28,512.01","$1,768.50","$30,280.51","Game and Fish Department"
"TEMP-NOT CLS-TECH ","NC9033","95FA04507A","$6,660.00","$5,490.63","$12,150.63","Game and Fish Department"
"TEMP-NOT CLS-TECH ","NC9033","96BC205329","$16,994.26","","$16,994.26","Game and Fish Department"
"TEMP-NOT CLS-TECH ","NC9033","999D24BA95","$2,760.00","$4,266.00","$7,026.00","Game and Fish Department"
"TEMP-NOT CLS-TECH ","NC9033","9CA957D6B2","$8,032.69","$5,337.28","$13,369.97","Game and Fish Department"
"TEMP-NOT CLS-TECH ","NC9033","9EC270FFFD","$20,614.50","$28,188.00","$48,802.50","Game and Fish Department"
"TEMP-NOT CLS-TECH ","NC9033","A49FC15BC4","$6,709.50","$5,197.50","$11,907.00","Game and Fish Department"
"TEMP-NOT CLS-TECH ","NC9033","A969E493CA","","$2,527.88","$2,527.88","Game and Fish Department"
"TEMP-NOT CLS-TECH ","NC9033","A97331DED5","$2,113.63","$2,724.13","$4,837.76","Game and Fish Department"
"TEMP-NOT CLS-TECH ","NC9033","AA296E6B13","$21,203.26","$10,054.13","$31,257.39","Game and Fish Department"
"TEMP-NOT CLS-TECH ","NC9033","AC9D49B06B","$11,556.00","$3,425.63","$14,981.63","Game and Fish Department"
"TEMP-NOT CLS-TECH ","NC9033","AE20B3E242","$1,728.00","$2,220.00","$3,948.00","Game and Fish Department"
"TEMP-NOT CLS-TECH ","NC9033","B1B42E25BB","$2,929.94","","$2,929.94","Game and Fish Department"
"TEMP-NOT CLS-TECH ","NC9033","B59F890565","$8,184.00","","$8,184.00","Game and Fish Department"
"TEMP-NOT CLS-TECH ","NC9033","B8A90046FC","$1,110.00","$800.00","$1,910.00","Game and Fish Department"
"TEMP-NOT CLS-TECH ","NC9033","BC32BFFBC0","$5,713.38","$6,035.25","$11,748.63","Game and Fish Department"
"TEMP-NOT CLS-TECH ","NC9033","C04109028D","$5,077.25","$2,514.75","$7,592.00","Game and Fish Department"
"TEMP-NOT CLS-TECH ","NC9033","C1D6F8112D","$6,177.63","$28,498.88","$34,676.51","Game and Fish Department"
"TEMP-NOT CLS-TECH ","NC9033","C2D64B08DF","$23,436.00","","$23,436.00","Game and Fish Department"
"TEMP-NOT CLS-TECH ","NC9033","C327FB6CD5","$7,584.00","$12,618.00","$20,202.00","Game and Fish Department"
"TEMP-NOT CLS-TECH ","NC9033","C92859628D","","$3,636.00","$3,636.00","Game and Fish Department"
"TEMP-NOT CLS-TECH ","NC9033","CA92483D99","$594.00","$1,491.19","$2,085.19","Game and Fish Department"
"TEMP-NOT CLS-TECH ","NC9033","CC0D24660A","$2,044.26","","$2,044.26","Game and Fish Department"
"TEMP-NOT CLS-TECH ","NC9033","CDE2C63D13","$194.25","$157.26","$351.51","Game and Fish Department"
"TEMP-NOT CLS-TECH ","NC9033","CE53C7DB8E","$2,527.76","$4,840.76","$7,368.52","Game and Fish Department"
"TEMP-NOT CLS-TECH ","NC9033","D581996628","$6,300.00","$16,949.25","$23,249.25","Game and Fish Department"
"TEMP-NOT CLS-TECH ","NC9033","D9D07F8216","","$2,514.75","$2,514.75","Game and Fish Department"
"TEMP-NOT CLS-TECH ","NC9033","DBEFC9929F","$5,620.50","$6,778.50","$12,399.00","Game and Fish Department"
"TEMP-NOT CLS-TECH ","NC9033","DE0D3101DD","$3,555.00","$796.50","$4,351.50","Game and Fish Department"
"TEMP-NOT CLS-TECH ","NC9033","E2D73B5277","$2,659.01","$5,371.95","$8,030.96","Game and Fish Department"
"TEMP-NOT CLS-TECH ","NC9033","E75535E30B","$9,270.00","$18,189.75","$27,459.75","Game and Fish Department"
"TEMP-NOT CLS-TECH ","NC9033","EEA277F3B4","$6,570.00","$6,650.00","$13,220.00","Game and Fish Department"
"TEMP-NOT CLS-TECH ","NC9033","F5614FD81C","$10,848.00","","$10,848.00","Game and Fish Department"
"TEMP-NOT CLS-TECH ","NC9033","F7D418D54D","","$2,520.63","$2,520.63","Game and Fish Department"
"TEMP-NOT CLS-TECH ","NC9033","F9F4D18639","$2,383.50","$3,291.75","$5,675.25","Game and Fish Department"
"TEMP-NOT CLS-TECH ","NC9033","FB6E2C00BB","$1,795.50","$126.00","$1,921.50","Game and Fish Department"
"TEMP-NOT CLS-TECH ","NC9033","FC457ECA16","$1,863.88","$1,822.25","$3,686.13","Game and Fish Department"
"TEMP-NOT CLS-TECH ","NC9033","FF4CBEC0AF","$5,916.00","","$5,916.00","Game and Fish Department"
"TEMP-NOT CLS-TECH ","NC9033","FFC2FFF6CF","$2,871.75","$5,306.25","$8,178.00","Game and Fish Department"
"VETERINARIAN I","CL3701","B25BA98990","$55,224.00","$57,984.00","$113,208.00","Game and Fish Department"
"WATER RESOURCE PROJ MGR ","CL6055","690365C13F","$42,660.00","$44,796.00","$87,456.00","Game and Fish Department"
"WILDLIFE TECHNICIAN I ","CL6001","065EA266F4","$39,672.00","$41,652.00","$81,324.00","Game and Fish Department"
"WILDLIFE TECHNICIAN I ","CL6001","09544C1F9A","$44,850.97","","$44,850.97","Game and Fish Department"
"WILDLIFE TECHNICIAN I ","CL6001","2416354E00","$45,252.00","$47,520.00","$92,772.00","Game and Fish Department"
"WILDLIFE TECHNICIAN I ","CL6001","3EBD8209B0","$28,692.00","$30,278.68","$58,970.68","Game and Fish Department"
"WILDLIFE TECHNICIAN I ","CL6001","4353AFF57D","$38,700.00","$40,632.00","$79,332.00","Game and Fish Department"
"WILDLIFE TECHNICIAN I ","CL6001","510C63B6E1","$38,700.00","$40,632.00","$79,332.00","Game and Fish Department"
"WILDLIFE TECHNICIAN I ","CL6001","5238CDB79E","$28,173.00","$29,940.00","$58,113.00","Game and Fish Department"
"WILDLIFE TECHNICIAN I ","CL6001","5A0C96B0A7","$33,144.00","$34,800.00","$67,944.00","Game and Fish Department"
"WILDLIFE TECHNICIAN I ","CL6001","68C274D5C9","$59,164.82","","$59,164.82","Game and Fish Department"
"WILDLIFE TECHNICIAN I ","CL6001","73DDB7FE42","$45,252.00","$47,520.00","$92,772.00","Game and Fish Department"
"WILDLIFE TECHNICIAN I ","CL6001","89D7E93C5B","$29,400.00","$30,876.00","$60,276.00","Game and Fish Department"
"WILDLIFE TECHNICIAN I ","CL6001","8C76308BA5","$28,692.00","$30,132.00","$58,824.00","Game and Fish Department"
"WILDLIFE TECHNICIAN I ","CL6001","927554C003","$28,404.00","$29,820.00","$58,224.00","Game and Fish Department"
"WILDLIFE TECHNICIAN I ","CL6001","945D4B0170","","$26,583.49","$26,583.49","Game and Fish Department"
"WILDLIFE TECHNICIAN I ","CL6001","A4A050C113","$42,472.00","$47,520.00","$89,992.00","Game and Fish Department"
"WILDLIFE TECHNICIAN I ","CL6001","C80C548526","$30,181.78","$30,132.00","$60,313.78","Game and Fish Department"
"WILDLIFE TECHNICIAN I ","CL6001","D3E617EDF6","$42,480.00","$44,604.00","$87,084.00","Game and Fish Department"
"WILDLIFE TECHNICIAN I ","CL6001","F1ED6FFE8E","$33,144.00","$34,800.00","$67,944.00","Game and Fish Department"
"WILDLIFE TECHNICIAN I ","CL6001","FAF2A07A26","$32,484.00","$34,104.00","$66,588.00","Game and Fish Department"
"WILDLIFE TECHNICIAN II","CL6002","E414108ADA","$34,596.00","$36,324.00","$70,920.00","Game and Fish Department"
"ASSISTANT-NOT CLASSIFIED","NC9004","B4535493E8","$51,448.20","$54,021.00","$105,469.20","Governor's Office"
"ASSISTANT-NOT CLASSIFIED","NC9004","FEC3EB5B69","$17,661.08","$21,983.00","$39,644.08","Governor's Office"
"ELECTED - NOT CLASSIFIED","NC9001","546E6E94CA","$105,031.44","$47,549.55","$152,580.99","Governor's Office"
"ELECTED - NOT CLASSIFIED","NC9001","C6F4280B15","$81,537.24","$99,646.73","$181,183.97","Governor's Office"
"ELECTED - NOT CLASSIFIED","NC9001","DC2B3F48BA","","$48,700.72","$48,700.72","Governor's Office"
"OTHER - NOT CLASSIFIED","NC9005","14BDE5F78C","","$21,181.18","$21,181.18","Governor's Office"
"OTHER - NOT CLASSIFIED","NC9005","1BE8357FA8","$73,379.02","$44,856.78","$118,235.80","Governor's Office"
"OTHER - NOT CLASSIFIED","NC9005","29012850FE","$84,972.48","$92,059.77","$177,032.25","Governor's Office"
"OTHER - NOT CLASSIFIED","NC9005","3C6DCAE68D","","$28,260.89","$28,260.89","Governor's Office"
"OTHER - NOT CLASSIFIED","NC9005","4442FDD345","$48,728.24","$32,131.24","$80,859.48","Governor's Office"
"OTHER - NOT CLASSIFIED","NC9005","44495A1C07","$31,684.32","$35,644.02","$67,328.34","Governor's Office"
"OTHER - NOT CLASSIFIED","NC9005","4FF069CA8E","$16,041.65","$41,825.04","$57,866.69","Governor's Office"
"OTHER - NOT CLASSIFIED","NC9005","510F42C0D8","$42,695.14","","$42,695.14","Governor's Office"
"OTHER - NOT CLASSIFIED","NC9005","5F529C5BFA","$34,570.44","$37,499.04","$72,069.48","Governor's Office"
"OTHER - NOT CLASSIFIED","NC9005","6C0E80470C","","$13,706.36","$13,706.36","Governor's Office"
"OTHER - NOT CLASSIFIED","NC9005","7F27B14100","$22,416.65","$58,390.48","$80,807.13","Governor's Office"
"OTHER - NOT CLASSIFIED","NC9005","7F5B571256","$44,164.51","$51,582.96","$95,747.47","Governor's Office"
"OTHER - NOT CLASSIFIED","NC9005","800F64B905","$26,929.09","","$26,929.09","Governor's Office"
"OTHER - NOT CLASSIFIED","NC9005","96907C1157","$52,916.04","$55,537.04","$108,453.08","Governor's Office"
"OTHER - NOT CLASSIFIED","NC9005","C85D12763C","$52,134.96","$27,738.03","$79,872.99","Governor's Office"
"OTHER - NOT CLASSIFIED","NC9005","D2FB2481D0","$79,914.66","$11,388.34","$91,303.00","Governor's Office"
"OTHER - NOT CLASSIFIED","NC9005","DC2B3F48BA","","$4,808.03","$4,808.03","Governor's Office"
"OTHER - NOT CLASSIFIED","NC9005","E4D998B39C","","$44,563.31","$44,563.31","Governor's Office"
"OTHER - NOT CLASSIFIED","NC9005","EECE7C9CC8","$103,642.49","$129,726.36","$233,368.85","Governor's Office"
"OTHER - NOT CLASSIFIED","NC9005","F1836F481C","","$63,470.18","$63,470.18","Governor's Office"
"OTHER - NOT CLASSIFIED","NC9005","F3692410B2","$21,850.27","","$21,850.27","Governor's Office"
"OTHER - NOT CLASSIFIED","NC9005","F7DB95A25D","$28,956.60","$30,354.04","$59,310.64","Governor's Office"
"TEMP-NOT CLS-ADMIN SPT","NC9036","AE644ABA9F","$11,664.67","$14,115.69","$25,780.36","Governor's Office"
"TEMP-NOT CLS-PARAPROF�","NC9035","54B9F6E499","","$8,694.00","$8,694.00","Governor's Office"
"TEMP-NOT CLS-PARAPROF�","NC9035","800F64B905","$850.00","$781.25","$1,631.25","Governor's Office"
"ACCOUNT TECHNICIAN I","CL0211","42FA6A9553","$25,215.46","$26,268.00","$51,483.46","Health Department"
"ACCOUNT TECHNICIAN II ","CL0212","71445E8E91","$33,087.26","$35,414.09","$68,501.35","Health Department"
"ACCOUNT/BUDGET SPEC I ","CL0221","600A4F49E8","$36,763.69","$3,905.65","$40,669.34","Health Department"
"ACCOUNT/BUDGET SPEC I ","CL0221","79DB08DE6E","$42,567.63","$45,073.92","$87,641.55","Health Department"
"ACCOUNT/BUDGET SPEC II","CL0222","600A4F49E8","","$37,899.80","$37,899.80","Health Department"
"ACCOUNT/BUDGET SPEC III ","CL0223","2C60E4A1F3","$26,977.29","$32,461.10","$59,438.39","Health Department"
"ACCOUNT/BUDGET SPEC III ","CL0223","656A77CB6E","$56,004.00","$59,860.10","$115,864.10","Health Department"
"ACCOUNT/BUDGET SPEC III ","CL0223","BB22AE5BE1","$51,459.00","$59,255.80","$110,714.80","Health Department"
"ACCOUNT/BUDGET SPEC III ","CL0223","D680CDF486","","$24,321.36","$24,321.36","Health Department"
"ACCOUNTING MANAGER I","CL0224","235559ADA0","$63,653.00","$66,760.00","$130,413.00","Health Department"
"ACCOUNTING MANAGER II ","CL0225","AB57EF846A","$77,280.00","$82,144.00","$159,424.00","Health Department"
"ADMIN ASSISTANT I ","CL0041","1117E6C330","$19,272.00","$30,348.00","$49,620.00","Health Department"
"ADMIN ASSISTANT I ","CL0041","17426901B6","$27,094.83","$27,244.00","$54,338.83","Health Department"
"ADMIN ASSISTANT I ","CL0041","1F180BEDA0","$26,724.21","$27,093.00","$53,817.21","Health Department"
"ADMIN ASSISTANT I ","CL0041","32A8CF8409","$25,452.00","$26,724.00","$52,176.00","Health Department"
"ADMIN ASSISTANT I ","CL0041","4FBADD2BBE","$29,760.00","$10,416.00","$40,176.00","Health Department"
"ADMIN ASSISTANT I ","CL0041","640074E6E0","$25,404.00","$22,432.09","$47,836.09","Health Department"
"ADMIN ASSISTANT I ","CL0041","735F97E998","$29,689.55","$35,653.67","$65,343.22","Health Department"
"ADMIN ASSISTANT I ","CL0041","8B3A76D9D0","$25,980.00","$27,276.00","$53,256.00","Health Department"
"ADMIN ASSISTANT I ","CL0041","8BACF6096C","$25,788.00","$28,072.00","$53,860.00","Health Department"
"ADMIN ASSISTANT I ","CL0041","8BF065C5F6","$25,416.00","$26,688.00","$52,104.00","Health Department"
"ADMIN ASSISTANT I ","CL0041","98E280248D","$28,122.00","$28,740.00","$56,862.00","Health Department"
"ADMIN ASSISTANT I ","CL0041","AF6AA7A5A1","$14,341.45","$18,246.00","$32,587.45","Health Department"
"ADMIN ASSISTANT I ","CL0041","B64FFE0AA2","$9,048.94","$24,359.44","$33,408.38","Health Department"
"ADMIN ASSISTANT I ","CL0041","B8051DBCB4","$28,980.00","$30,453.95","$59,433.95","Health Department"
"ADMIN ASSISTANT I ","CL0041","D081E3D533","$29,650.88","$30,540.00","$60,190.88","Health Department"
"ADMIN ASSISTANT I ","CL0041","D9BFEE6EE1","$27,012.00","$28,368.00","$55,380.00","Health Department"
"ADMIN ASSISTANT I ","CL0041","E7BABD8461","$29,088.00","$31,540.00","$60,628.00","Health Department"
"ADMIN ASSISTANT I ","CL0041","EA745AF4B9","$20,928.00","$32,964.00","$53,892.00","Health Department"
"ADMIN ASSISTANT I ","CL0041","F2C683AA38","$25,848.00","$27,144.00","$52,992.00","Health Department"
"ADMIN ASSISTANT I ","CL0041","F65F4A954E","$26,820.00","$29,164.00","$55,984.00","Health Department"
"ADMIN ASSISTANT II","CL0042","211FA93358","$29,556.00","$31,032.00","$60,588.00","Health Department"
"ADMIN ASSISTANT II","CL0042","4FBADD2BBE","","$20,832.00","$20,832.00","Health Department"
"ADMIN ASSISTANT II","CL0042","5419D3E258","$31,764.00","$33,348.00","$65,112.00","Health Department"
"ADMIN ASSISTANT II","CL0042","5D0CD4A118","$31,668.00","$33,252.00","$64,920.00","Health Department"
"ADMIN ASSISTANT II","CL0042","640074E6E0","","$5,154.55","$5,154.55","Health Department"
"ADMIN ASSISTANT II","CL0042","6709317BDF","$36,024.00","$10,322.80","$46,346.80","Health Department"
"ADMIN ASSISTANT II","CL0042","861ABB0B39","$32,760.00","$34,236.00","$66,996.00","Health Department"
"ADMIN ASSISTANT II","CL0042","96669CEDDA","","$20,921.12","$20,921.12","Health Department"
"ADMIN ASSISTANT II","CL0042","9E135DC5B0","$31,188.00","$32,748.00","$63,936.00","Health Department"
"ADMIN ASSISTANT II","CL0042","C61AB513A9","$33,576.00","$36,820.00","$70,396.00","Health Department"
"ADMIN ASSISTANT II","CL0042","F57393D834","$33,288.83","$34,667.18","$67,956.01","Health Department"
"ADMIN ASSISTANT II","CL0042","F5CC98FC4E","$29,664.00","$31,152.00","$60,816.00","Health Department"
"ADMIN ASSISTANT II","CL0042","F9223FFEAC","$33,209.57","$31,956.00","$65,165.57","Health Department"
"ADMIN ASSISTANT III ","CL0043","38B302A949","$42,508.00","$43,584.00","$86,092.00","Health Department"
"ADMIN ASSISTANT III ","CL0043","444768BEEC","$31,716.00","$34,300.00","$66,016.00","Health Department"
"ADMIN ASSISTANT III ","CL0043","47149781C5","$36,659.70","$38,256.00","$74,915.70","Health Department"
"ADMIN ASSISTANT III ","CL0043","66C8901ABF","$37,524.00","$40,396.00","$77,920.00","Health Department"
"ADMIN ASSISTANT III ","CL0043","F42D90323E","$35,880.00","$38,180.00","$74,060.00","Health Department"
"ADMIN OFR I ","CL0911","59F4AAF64C","$40,031.53","$41,687.25","$81,718.78","Health Department"
"ADMIN STAFF OFFICER II","CL0952","1FDE5EA21B","$50,221.09","$54,729.00","$104,950.09","Health Department"
"ADMIN, FORENSIC EXAM OFC","CL3238","464CCAFDCD","$50,642.00","$51,832.00","$102,474.00","Health Department"
"APPOINTED--NOT CLASSIFIED ","NC9002","0960592C59","$162,876.00","$164,545.82","$327,421.82","Health Department"
"AUDITOR III ","CL0243","2314FAA947","","$38,633.43","$38,633.43","Health Department"
"AUTOPSY TECHNICIAN","CL3240","BD0FFE185B","$33,837.80","$35,482.79","$69,320.59","Health Department"
"BRD/COMM-NOT CLASSIFIED ","NC9006","04844DDEAC","$125.00","$187.50","$312.50","Health Department"
"BRD/COMM-NOT CLASSIFIED ","NC9006","4037E18EE0","$312.50","$125.00","$437.50","Health Department"
"BRD/COMM-NOT CLASSIFIED ","NC9006","4A9A1090FA","$437.50","$312.50","$750.00","Health Department"
"BRD/COMM-NOT CLASSIFIED ","NC9006","74320702EC","$375.00","$187.50","$562.50","Health Department"
"BRD/COMM-NOT CLASSIFIED ","NC9006","8337539B07","$437.50","$562.50","$1,000.00","Health Department"
"BRD/COMM-NOT CLASSIFIED ","NC9006","932B30375F","$312.50","$500.00","$812.50","Health Department"
"BRD/COMM-NOT CLASSIFIED ","NC9006","9CA3DDEC61","$312.50","$375.00","$687.50","Health Department"
"BRD/COMM-NOT CLASSIFIED ","NC9006","FA2C73B0D9","$375.00","$375.00","$750.00","Health Department"
"BUDGETED-PENDING CLASSF'N ","999998","98C688615A","$3,540.00","","$3,540.00","Health Department"
"BUDGETED-PENDING CLASSF'N ","999998","BEAA5795DE","$1,017.14","","$1,017.14","Health Department"
"BUDGETED-PENDING CLASSF'N ","999998","C595EA39D4","$7,452.26","","$7,452.26","Health Department"
"CHEMIST II","CL3232","38AF9E2864","$39,268.00","$40,812.00","$80,080.00","Health Department"
"CHEMIST II","CL3232","41788D0A99","$28,836.14","$40,224.00","$69,060.14","Health Department"
"CHEMIST II","CL3232","541089E6F3","$39,000.00","$40,167.27","$79,167.27","Health Department"
"CHEMIST II","CL3232","8C3EFA98B1","$41,976.00","$44,076.00","$86,052.00","Health Department"
"CHEMIST II","CL3232","B0621CE31C","$39,420.00","$42,388.00","$81,808.00","Health Department"
"CHEMIST II","CL3232","B13E2EBC1A","$38,400.00","$41,070.00","$79,470.00","Health Department"
"CHEMIST III ","CL3233","5C5924BED1","$51,660.00","$55,240.00","$106,900.00","Health Department"
"CHEMIST III ","CL3233","C20D210006","$52,044.00","$54,648.00","$106,692.00","Health Department"
"CHEMIST III ","CL3233","C4F7FB8CBF","$54,272.00","$56,148.00","$110,420.00","Health Department"
"CHIEF ENVIR HLTH SECTION","CL3522","F892D55F7A","$97,756.00","$101,592.00","$199,348.00","Health Department"
"CHIEF, HEALTH RESOUR SEC","CL3520","3317A611EC","$84,167.44","$88,523.14","$172,690.58","Health Department"
"COMPUTER & NETWK SPEC III ","CL0175","B957C0318E","$57,216.00","$60,072.00","$117,288.00","Health Department"
"DATA INPUT OPERATOR II","CL0113","48E5D6858D","$7,888.00","","$7,888.00","Health Department"
"DATA PROC COORD III ","CL0153","2C4AC72867","","$39,627.82","$39,627.82","Health Department"
"DATA PROC COORD III ","CL0153","56D9A4F020","$42,831.09","$45,539.91","$88,371.00","Health Department"
"DATA PROC COORD III ","CL0153","89E6893A04","$43,703.22","$46,341.38","$90,044.60","Health Department"
"DATA PROC COORD III ","CL0153","9DEECCDFBA","$52,806.00","$54,660.00","$107,466.00","Health Department"
"DATA PROC COORD III ","CL0153","CE1D87E090","$41,156.48","$3,267.89","$44,424.37","Health Department"
"DEPUTY - NOT CLASSIFIED ","NC9003","ABB662A8C8","$97,968.00","$103,864.00","$201,832.00","Health Department"
"ELECTRONICS TECHNICIAN II ","CL8292","0DC1931A07","$37,884.00","$39,946.57","$77,830.57","Health Department"
"ELECTRONICS TECHNICIAN II ","CL8292","96001A7480","$34,260.00","$35,976.00","$70,236.00","Health Department"
"ELECTRONICS TECHNICIAN II ","CL8292","F1D8BEA99E","$34,260.00","$35,976.00","$70,236.00","Health Department"
"ELECTRONICS TECHNICIAN III","CL8293","6EF2909959","$43,776.00","$45,960.00","$89,736.00","Health Department"
"EMER MEDICAL SVCS SPEC I","CL3425","709DB7EBEC","$17,307.42","","$17,307.42","Health Department"
"EMER MEDICAL SVCS SPEC II ","CL3426","7A6FAFBA7F","$40,140.22","$44,766.83","$84,907.05","Health Department"
"ENV HEALTH PRACT II ","CL3402","020692F764","$40,056.00","$39,160.03","$79,216.03","Health Department"
