"Job.Title","Position","Employee.Identifier","Fiscal.Year.2018","Total.Biennium","agency"
"FWS-FARGO DISTANCE ED ","27859","FD1BC04755","$213.34","$213.34","North Dakota State College Sci"
"FWS-GAMEROOM","12415","3F4AA0BF6D","$1,123.29","$1,123.29","North Dakota State College Sci"
"FWS-GAMEROOM","12415","4018B4BA49","$963.15","$963.15","North Dakota State College Sci"
"FWS-GAMEROOM","12415","6C7724FBCB","$150.88","$150.88","North Dakota State College Sci"
"FWS-GAMEROOM","12415","72FDCACE1C","$1,160.86","$1,160.86","North Dakota State College Sci"
"FWS-GAMEROOM","12415","9F6B856D5A","$8.50","$8.50","North Dakota State College Sci"
"FWS-GAMEROOM","12415","B1610631D3","$222.45","$222.45","North Dakota State College Sci"
"FWS-GAMEROOM","12415","BB6CF8E17B","$1,137.83","$1,137.83","North Dakota State College Sci"
"FWS-GAMEROOM","12415","C5854F07CD","$1,045.80","$1,045.80","North Dakota State College Sci"
"FWS-GAMEROOM","12415","F37DBF4722","$1,133.35","$1,133.35","North Dakota State College Sci"
"FWS-GROUNDS/MTRPOOL ","101087","06F37A4BAA","$120.32","$120.32","North Dakota State College Sci"
"FWS-GROUNDS/MTRPOOL ","101087","103C36AA05","$194.70","$194.70","North Dakota State College Sci"
"FWS-GROUNDS/MTRPOOL ","101087","D2CEA1E62F","$376.13","$376.13","North Dakota State College Sci"
"FWS-HEATING PLANT ","24960","921C4C4C34","$520.64","$520.64","North Dakota State College Sci"
"FWS-INFORMATION TECHNOLOGY","12444","01DE4F46A7","$1,296.27","$1,296.27","North Dakota State College Sci"
"FWS-INSTRUCTIONAL RESOURCES ","12445","9601ADC9E8","$868.47","$868.47","North Dakota State College Sci"
"FWS-LIBRARY ","12411","76187C236C","$418.78","$418.78","North Dakota State College Sci"
"FWS-LIBRARY ","12411","961E849405","$1,216.57","$1,216.57","North Dakota State College Sci"
"FWS-LIBRARY ","12411","9C1BA4E484","$758.99","$758.99","North Dakota State College Sci"
"FWS-MARKETING ","26836","20A9067474","$535.85","$535.85","North Dakota State College Sci"
"FWS-MATH/SCIENCE OFFICE SUPPOR","12467","CD1A1F1E2C","$248.76","$248.76","North Dakota State College Sci"
"FWS-MATH/SCIENCE OFFICE SUPPOR","12467","D20F3E35A8","$101.16","$101.16","North Dakota State College Sci"
"FWS-MATH/SCIENCE OFFICE SUPPOR","12467","D6A96EDE52","$480.36","$480.36","North Dakota State College Sci"
"FWS-MECH SYS","12557","2A5F5B0A76","$701.42","$701.42","North Dakota State College Sci"
"FWS-NOTE TAKER","12475","FB6524F956","$140.00","$140.00","North Dakota State College Sci"
"FWS-READING TUTOR ","12456","4AADFA2014","$458.77","$458.77","North Dakota State College Sci"
"FWS-READING TUTOR ","12456","92F4961FF8","$692.19","$692.19","North Dakota State College Sci"
"FWS-READING TUTOR ","12456","CD99A23772","$948.89","$948.89","North Dakota State College Sci"
"FWS-READING TUTOR ","12456","F6884F728C","$113.24","$113.24","North Dakota State College Sci"
"FWS-READING TUTOR ","12456","FCE75BA9D7","$626.75","$626.75","North Dakota State College Sci"
"FWS-SC SUPERVISOR ","12417","6675BF0A3D","$1,008.36","$1,008.36","North Dakota State College Sci"
"FWS-SC SUPERVISOR ","12417","B1610631D3","$1,183.95","$1,183.95","North Dakota State College Sci"
"FWS-WAHPETONPARKS & RECREATION","12457","1BDFD984F4","$322.24","$322.24","North Dakota State College Sci"
"FWS-WAHPETONPARKS & RECREATION","12457","9536E68D9B","$435.00","$435.00","North Dakota State College Sci"
"FWS-WAHPETONPARKS & RECREATION","12457","F17CA839EE","$266.77","$266.77","North Dakota State College Sci"
"GAME MANAGEMENT ","11649","30D6190133","$123.25","$123.25","North Dakota State College Sci"
"GAME MANAGEMENT ","11649","3464515AEF","$276.00","$276.00","North Dakota State College Sci"
"GAME MANAGEMENT ","11649","35A26611B7","$480.00","$480.00","North Dakota State College Sci"
"GAME MANAGEMENT ","11649","5FA38242AD","$112.00","$112.00","North Dakota State College Sci"
"GAME MANAGEMENT ","11649","626FA5B1A6","$112.00","$112.00","North Dakota State College Sci"
"GAME MANAGEMENT ","11649","82FB026C81","$580.00","$580.00","North Dakota State College Sci"
"GAME MANAGEMENT ","11649","86CF58675D","$112.00","$112.00","North Dakota State College Sci"
"GAME MANAGEMENT ","11649","92F47695BA","$56.00","$56.00","North Dakota State College Sci"
"GAME MANAGEMENT ","11649","972D361D43","$560.00","$560.00","North Dakota State College Sci"
"GAME MANAGEMENT ","11649","AEA2867BE3","$362.00","$362.00","North Dakota State College Sci"
"GAME MANAGEMENT ","11649","E3F9F6CD5A","$260.00","$260.00","North Dakota State College Sci"
"GAME MANAGEMENT ","11649","E8963C6E13","$112.00","$112.00","North Dakota State College Sci"
"GENERAL MAINTENANCE ","11119","96678DC52C","$20,288.56","$20,288.56","North Dakota State College Sci"
"GENERAL MAINTENANCE ","11125","BDCC475120","$20,061.36","$20,061.36","North Dakota State College Sci"
"GENERAL MAINTENANCE ","11127","69B0342C3A","$22,343.23","$22,343.23","North Dakota State College Sci"
"GENERAL MAINTENANCE ","11205","6CDBDA8813","$22,503.96","$22,503.96","North Dakota State College Sci"
"GENERAL MAINTENANCE ","11332","8CD6FF7D03","$17,305.44","$17,305.44","North Dakota State College Sci"
"GENERAL MAINTENANCE ","11364","AB3BE54A2F","$19,494.12","$19,494.12","North Dakota State College Sci"
"GRANTS DIRECTOR ","24222","A8C61F3471","$37,872.48","$37,872.48","North Dakota State College Sci"
"HEAD WOMEN'S SOFTBALL COACH ","101974","664BB81F9A","$7,323.92","$7,323.92","North Dakota State College Sci"
"HEATING PLANT OPERATOR","11167","14D76E3F0F","$23,724.12","$23,724.12","North Dakota State College Sci"
"HEATING PLANT OPERATOR","11193","F3D13D1342","$24,801.96","$24,801.96","North Dakota State College Sci"
"HEATING PLANT OPERATOR","11370","F44D4FBDBA","$23,724.12","$23,724.12","North Dakota State College Sci"
"HEATING PLANT OPERATOR","11436","BA1A04E6B9","$23,268.96","$23,268.96","North Dakota State College Sci"
"HEATING PLANT OPERATOR LEAD ","11284","72294E9948","$27,671.62","$27,671.62","North Dakota State College Sci"
"HR SUPERVISOR ","11444","72ACAD3AB3","$26,309.11","$26,309.11","North Dakota State College Sci"
"HVAC SYSTEMS LEAD ","11223","9A5105756F","$28,884.48","$28,884.48","North Dakota State College Sci"
"INDUSTRIAL SYSTEMS ANLYST/INST","11195","1158CC042E","$28,513.15","$28,513.15","North Dakota State College Sci"
"INSTRUCTOR","11097","97DB37D0A5","$28,466.40","$28,466.40","North Dakota State College Sci"
"INSTRUCTOR","11099","AD1AA3092F","$2,167.74","$2,167.74","North Dakota State College Sci"
"INSTRUCTOR","11114","34A6597349","$1,508.50","$1,508.50","North Dakota State College Sci"
"INSTRUCTOR","11230","F843D67E87","$14,837.56","$14,837.56","North Dakota State College Sci"
"INSTRUCTOR","11267","7BE07A7984","$33,125.03","$33,125.03","North Dakota State College Sci"
"INSTRUCTOR","11282","518245F8A1","$30,076.97","$30,076.97","North Dakota State College Sci"
"INSTRUCTOR","11297","1E8E3B237B","$36,250.03","$36,250.03","North Dakota State College Sci"
"INSTRUCTOR","11336","55B9B21795","$26,899.99","$26,899.99","North Dakota State College Sci"
"INSTRUCTOR","11359","D7254C82E1","$34,447.99","$34,447.99","North Dakota State College Sci"
"INSTRUCTOR","11421","4E689BCCD7","$31,280.06","$31,280.06","North Dakota State College Sci"
"INSTRUCTOR","12330","B6C9532BF0","$29,594.02","$29,594.02","North Dakota State College Sci"
"INSTRUCTOR","27182","D57F7BCD14","$31,458.76","$31,458.76","North Dakota State College Sci"
"INSTRUCTOR","28670","BD8829A376","$29,394.46","$29,394.46","North Dakota State College Sci"
"INSTRUCTOR","100869","D76802EFC7","$28,969.50","$28,969.50","North Dakota State College Sci"
"INSTRUCTOR","101532","71252B7D95","$3,294.00","$3,294.00","North Dakota State College Sci"
"INSTRUCTOR","101673","F0CA1DB2F6","$20,942.16","$20,942.16","North Dakota State College Sci"
"INSTRUCTOR","101677","27A6EADD37","$648.00","$648.00","North Dakota State College Sci"
"IT BUSINESS SPECIALIST","100085","3902CCB67B","$19,815.96","$19,815.96","North Dakota State College Sci"
"IT SERVICE DESK SPECIALIST","11274","B3EA76AAE8","$20,242.56","$20,242.56","North Dakota State College Sci"
"IT SUPPORT SPECIALIST ","11474","BEE94B3BF2","$26,720.52","$26,720.52","North Dakota State College Sci"
"IWS -INFORMATION TECHNOLOGY ","24865","F14DD5B66A","$1,856.91","$1,856.91","North Dakota State College Sci"
"IWS -INFORMATION TECHNOLOGY ","24865","FFEF30F8E6","$1,524.19","$1,524.19","North Dakota State College Sci"
"IWS - ELECTRICAL TECHNOLOGY ","23931","446ADCE3FC","$452.65","$452.65","North Dakota State College Sci"
"IWS ATHLETICS BAC ASST","24955","B8F89F4A27","$1,016.72","$1,016.72","North Dakota State College Sci"
"IWS ATHLETICS BAC ASST","24955","F69823BE02","$639.28","$639.28","North Dakota State College Sci"
"IWS ATHLETICS BAC ASST","24955","FD08B6B736","$173.28","$173.28","North Dakota State College Sci"
"IWS ATHLETICS TRAINER ASST","24956","6490B59F49","$1,022.58","$1,022.58","North Dakota State College Sci"
"IWS LIFEGUARD ","12483","4FB73C533B","$842.76","$842.76","North Dakota State College Sci"
"IWS LIFEGUARD ","12483","5A07B18ADC","$1,290.34","$1,290.34","North Dakota State College Sci"
"IWS LIFEGUARD ","12483","C4F169ED97","$807.37","$807.37","North Dakota State College Sci"
"IWS SS TUTOR","11512","E5E35C4B0D","$820.48","$820.48","North Dakota State College Sci"
"IWS WORK STUDY","101405","069A5ACCA1","$4,007.16","$4,007.16","North Dakota State College Sci"
"IWS WORK STUDY","101405","2CB5EC26A7","$1,369.65","$1,369.65","North Dakota State College Sci"
"IWS WORK STUDY","101405","FFA01285C1","$1,877.89","$1,877.89","North Dakota State College Sci"
"IWS-ALLIED HEALTH ","12425","511DA0ED8C","$133.28","$133.28","North Dakota State College Sci"
"IWS-ARCH DRAFTING LAB ","12428","7CB00D942F","$139.21","$139.21","North Dakota State College Sci"
"IWS-ATHLETIC OFFICE ","12484","C42FAE15B3","$1,160.47","$1,160.47","North Dakota State College Sci"
"IWS-ATHLETIC OFFICE ","12484","EDE484757A","$1,389.44","$1,389.44","North Dakota State College Sci"
"IWS-AUTO BODY LAB ","23934","C03CCEDDDF","$452.82","$452.82","North Dakota State College Sci"
"IWS-BUILDING SERVICES ","12402","638C45C9A3","$190.33","$190.33","North Dakota State College Sci"
"IWS-BUILDING SERVICES ","12402","67BCF3B3A9","$1,220.63","$1,220.63","North Dakota State College Sci"
"IWS-CAMPUS POLICE ","12422","3C97044BBA","$94.07","$94.07","North Dakota State College Sci"
"IWS-CAMPUS POLICE ","12422","638C45C9A3","$210.44","$210.44","North Dakota State College Sci"
"IWS-CAMPUS POLICE ","12422","A873041020","$76.78","$76.78","North Dakota State College Sci"
"IWS-CUSTOMER SERVICE","12418","2232FF8988","$663.80","$663.80","North Dakota State College Sci"
"IWS-DIESEL TECH ","11575","B8959FDA07","$244.13","$244.13","North Dakota State College Sci"
"IWS-DIESEL TECH ","11575","DFED489E41","$235.56","$235.56","North Dakota State College Sci"
"IWS-DIESEL TECH ","11575","F5D3F93D33","$15.75","$15.75","North Dakota State College Sci"
"IWS-ENROLLMENT","12407","2165B0E215","$1,207.36","$1,207.36","North Dakota State College Sci"
"IWS-ENROLLMENT","12407","5FBCF5A1D2","$772.36","$772.36","North Dakota State College Sci"
"IWS-ENROLLMENT","12407","DBD36581F8","$1,151.01","$1,151.01","North Dakota State College Sci"
"IWS-HEATING PLANT ","12464","921C4C4C34","$70.00","$70.00","North Dakota State College Sci"
"IWS-HR OFFICE ","12409","1A0F76C51B","$614.61","$614.61","North Dakota State College Sci"
"IWS-HR OFFICE ","12409","D1640BBC57","$1,632.23","$1,632.23","North Dakota State College Sci"
"IWS-INSTRUCTIONAL RESOURCES ","12446","9601ADC9E8","$840.19","$840.19","North Dakota State College Sci"
"IWS-LIBRARY ","12412","A4926B781B","$1,425.42","$1,425.42","North Dakota State College Sci"
"IWS-NOTE TAKER","11463","81616CF35F","$150.00","$150.00","North Dakota State College Sci"
"IWS-NOTE TAKER","11463","A7C33D6C33","$288.75","$288.75","North Dakota State College Sci"
"IWS-PP OFFICE SUPPORT ","23657","943920DC58","$286.56","$286.56","North Dakota State College Sci"
"IWS-SC SUPERVISOR ","12416","6675BF0A3D","$211.50","$211.50","North Dakota State College Sci"
"IWS-SC SUPERVISOR ","12416","DE51D03E6F","$1,153.35","$1,153.35","North Dakota State College Sci"
"LAB ASSISTANT ","11604","71FCBF4FB7","$2,266.03","$2,266.03","North Dakota State College Sci"
"LAB TECHNICIAN","12611","55B5E03C40","$11,340.00","$11,340.00","North Dakota State College Sci"
"LEADRSRCHANLSTASSEMNT COORD ","27683","EFA1ABE2D6","$30,519.92","$30,519.92","North Dakota State College Sci"
"LIBRARY ASSOCIATE ","26796","DDF008F81A","$6,427.35","$6,427.35","North Dakota State College Sci"
"LIBRARY ASSOCIATE ","101661","76187C236C","$42.70","$42.70","North Dakota State College Sci"
"LIBRARY ASSOCIATE ","101661","FB3C5A411D","$8,885.56","$8,885.56","North Dakota State College Sci"
"LIBRARY DIRECTOR","26587","112CCA0640","$9,130.91","$9,130.91","North Dakota State College Sci"
"LIBRARY DIRECTOR","26587","53C0C595CA","$13,082.91","$13,082.91","North Dakota State College Sci"
"LIBRARY TECHNICIAN","11272","B6B94B85E7","$144.20","$144.20","North Dakota State College Sci"
"MAIL CENTER COORDINATOR ","11199","3258DD1408","$17,343.43","$17,343.43","North Dakota State College Sci"
"MAINTENANCE & GROUNDS MANAGER ","11441","A6A0E7A993","$6,047.92","$6,047.92","North Dakota State College Sci"
"MERCHANDISE & TEXTBOOK ASSOC. ","11137","28D9BC5C46","$19,050.08","$19,050.08","North Dakota State College Sci"
"MULTIMEDIA/SERVER SPERCIALIST ","11231","71168E09DD","$23,339.04","$23,339.04","North Dakota State College Sci"
"NETWORK & IT SECURITY COORD ","11525","B373527D6F","$35,571.00","$35,571.00","North Dakota State College Sci"
"NURSING SIM LAB SPECIALIST","25245","AE7DEBF016","$3,370.37","$3,370.37","North Dakota State College Sci"
"OFFICE COORDINATOR","11351","5AEFC77202","$20,878.56","$20,878.56","North Dakota State College Sci"
"OFFICE MANAGER","11208","13DC068681","$24,273.48","$24,273.48","North Dakota State College Sci"
"OFFICE MANAGER","11443","359BA8E191","$25,992.48","$25,992.48","North Dakota State College Sci"
"OFFICE MANAGER","11640","76A244BC63","$26,252.48","$26,252.48","North Dakota State College Sci"
"OFFICE SUPPORT","101404","8478950199","$145.28","$145.28","North Dakota State College Sci"
"OFFICE SUPPORT","101404","A1BD4815F4","$2,124.50","$2,124.50","North Dakota State College Sci"
"OFFICE SUPPORT","101404","B6B94B85E7","$2,176.84","$2,176.84","North Dakota State College Sci"
"OFFICE SUPPORT (TEMP) ","26806","DC79715DB0","$3,445.32","$3,445.32","North Dakota State College Sci"
"ONLINE INSTRUCTIONAL DESIGN SP","26935","75B66F8FEE","$24,485.16","$24,485.16","North Dakota State College Sci"
"OPERATIONS MANAGER","11329","A6320E17BE","$24,881.16","$24,881.16","North Dakota State College Sci"
"OUTREACH OTA THERAPIST","27772","F17578EF5C","$16,540.03","$16,540.03","North Dakota State College Sci"
"PART TIME ACADEMIC INSTRUCTOR ","11492","434262EBC6","$2,012.00","$2,012.00","North Dakota State College Sci"
"PART TIME ACADEMIC INSTRUCTOR ","11572","973CC976EC","$4,829.83","$4,829.83","North Dakota State College Sci"
"PART TIME ACADEMIC INSTRUCTOR ","11655","38C0BAEA86","$4,260.56","$4,260.56","North Dakota State College Sci"
"PART TIME STOREKEEPER ","11198","87C7211967","$3,424.62","$3,424.62","North Dakota State College Sci"
"PART-TIME ACADEMIC INSTRUCTOR ","11191","C41D42BC79","$6,480.00","$6,480.00","North Dakota State College Sci"
"PART-TIME ACADEMIC INSTRUCTOR ","11291","1824973D58","$932.00","$932.00","North Dakota State College Sci"
"PART-TIME ACADEMIC INSTRUCTOR ","11452","1554907452","$1,864.00","$1,864.00","North Dakota State College Sci"
"PART-TIME ACADEMIC INSTRUCTOR ","11584","92D97507F8","$3,462.00","$3,462.00","North Dakota State College Sci"
"PART-TIME ACADEMIC INSTRUCTOR ","11602","A12ACE8791","$6,413.38","$6,413.38","North Dakota State College Sci"
"PART-TIME ACADEMIC INSTRUCTOR ","11606","740DB6D85D","$2,121.00","$2,121.00","North Dakota State College Sci"
"PART-TIME ACADEMIC INSTRUCTOR ","11626","A9E4377425","$3,018.00","$3,018.00","North Dakota State College Sci"
"PART-TIME ACADEMIC INSTRUCTOR ","12424","C24A8D0C08","$3,018.00","$3,018.00","North Dakota State College Sci"
"PART-TIME ACADEMIC INSTRUCTOR ","27601","D0DF3B982B","$2,147.03","$2,147.03","North Dakota State College Sci"
"PART-TIME ACADEMIC INSTRUCTOR ","28049","1F990E3F59","$2,625.50","$2,625.50","North Dakota State College Sci"
"PART-TIME ACADEMIC INSTRUCTOR ","101480","EE8FA47A8D","$6,036.00","$6,036.00","North Dakota State College Sci"
"PART-TIME ACADEMIC INSTRUCTOR ","101482","DF2EF7B0AD","$9,222.75","$9,222.75","North Dakota State College Sci"
"PART-TIME ACADEMIC INSTRUCTOR ","101487","524C4E2397","$9,054.00","$9,054.00","North Dakota State College Sci"
"PART-TIME ACADEMIC INSTRUCTOR ","101510","3D59A3285D","$4,695.20","$4,695.20","North Dakota State College Sci"
"PART-TIME ACADEMIC INSTRUCTOR ","101546","FCFEC738F5","$4,420.00","$4,420.00","North Dakota State College Sci"
"PART-TIME ACADEMIC INSTRUCTOR ","101547","4EC5724C80","$2,843.40","$2,843.40","North Dakota State College Sci"
"PART-TIME ACADEMIC INSTRUCTOR ","101550","DC57CCE02A","$1,961.58","$1,961.58","North Dakota State College Sci"
"PART-TIME ACADEMIC INSTRUCTOR ","101551","EA54C85C51","$8,141.00","$8,141.00","North Dakota State College Sci"
"PART-TIME ACADEMIC INSTRUCTOR ","101555","5D454CBE56","$4,800.00","$4,800.00","North Dakota State College Sci"
"PART-TIME ACADEMIC INSTRUCTOR ","101568","83A394426F","$5,280.00","$5,280.00","North Dakota State College Sci"
"PART-TIME ACADEMIC INSTRUCTOR ","101569","6ACB7CA986","$4,282.00","$4,282.00","North Dakota State College Sci"
"PART-TIME ACADEMIC INSTRUCTOR ","101576","E3B485110A","$12,540.17","$12,540.17","North Dakota State College Sci"
"PART-TIME ACADEMIC INSTRUCTOR ","101577","BBF7CDB00E","$4,024.00","$4,024.00","North Dakota State College Sci"
"PART-TIME ACADEMIC INSTRUCTOR ","101689","7F09DE1DCC","$58.45","$58.45","North Dakota State College Sci"
"PART-TIME ACADEMIC INSTRUCTOR ","101690","DE6F325FDA","$16,461.64","$16,461.64","North Dakota State College Sci"
"PART-TIME ACADEMIC INSTRUCTOR ","101751","2EE5778F37","$5,470.36","$5,470.36","North Dakota State College Sci"
"PART-TIME ACADEMIC INSTRUCTOR ","101797","4522A99F9D","$5,435.74","$5,435.74","North Dakota State College Sci"
"PART-TIME ACADEMIC INSTRUCTOR ","101798","73FA134BF8","$8,201.50","$8,201.50","North Dakota State College Sci"
"PART-TIME ACADEMIC INSTRUCTOR ","101800","F674D778DE","$1,400.00","$1,400.00","North Dakota State College Sci"
"PART-TIME ACADEMIC INSTRUCTOR ","101802","407CEA3087","$4,908.50","$4,908.50","North Dakota State College Sci"
"PART-TIME ACADEMIC INSTRUCTOR ","101803","6478DEF58B","$1,508.50","$1,508.50","North Dakota State College Sci"
"PART-TIME ACADEMIC INSTRUCTOR ","101805","168B810577","$9,167.00","$9,167.00","North Dakota State College Sci"
"PART-TIME ACADEMIC INSTRUCTOR ","101814","90864C60A4","$4,224.33","$4,224.33","North Dakota State College Sci"
"PART-TIME ACADEMIC INSTRUCTOR ","101815","C107497817","$10,562.50","$10,562.50","North Dakota State College Sci"
"PART-TIME ACADEMIC INSTRUCTOR ","101842","6B34746FB5","$10,871.50","$10,871.50","North Dakota State College Sci"
"PART-TIME ACADEMIC INSTRUCTOR ","101845","071026D20D","$6,036.00","$6,036.00","North Dakota State College Sci"
"PART-TIME ACADEMIC INSTRUCTOR ","101849","FAFF6B42E6","$3,017.50","$3,017.50","North Dakota State College Sci"
"PART-TIME ACADEMIC INSTRUCTOR ","101850","E107FA5B25","$6,041.50","$6,041.50","North Dakota State College Sci"
"PART-TIME ACADEMIC INSTRUCTOR ","101872","A847B89874","$1,864.00","$1,864.00","North Dakota State College Sci"
"PART-TIME ACADEMIC INSTRUCTOR ","101873","5B5B3279FF","$17,929.60","$17,929.60","North Dakota State College Sci"
"PART-TIME ACADEMIC INSTRUCTOR ","101882","233EF86EDC","$7,001.25","$7,001.25","North Dakota State College Sci"
"PART-TIME ACADEMIC INSTRUCTOR ","101885","074D9C12B6","$3,018.00","$3,018.00","North Dakota State College Sci"
"PART-TIME ACADEMIC INSTRUCTOR ","101887","0142B30678","$2,500.00","$2,500.00","North Dakota State College Sci"
"PART-TIME ACADEMIC INSTRUCTOR ","101895","DDD88AF2B4","$10,807.00","$10,807.00","North Dakota State College Sci"
"PART-TIME ACADEMIC INSTRUCTOR ","101896","62DFEE9BF3","$7,544.50","$7,544.50","North Dakota State College Sci"
"PART-TIME ACADEMIC INSTRUCTOR ","101897","DEBAACFD90","$3,727.68","$3,727.68","North Dakota State College Sci"
"PART-TIME ACADEMIC INSTRUCTOR ","101899","0BF9DF5D85","$2,153.00","$2,153.00","North Dakota State College Sci"
"PART-TIME ACADEMIC INSTRUCTOR ","102011","05936547AE","$932.00","$932.00","North Dakota State College Sci"
"PART-TIME ACADEMIC INSTRUCTOR ","102012","6608C263FA","$3,500.00","$3,500.00","North Dakota State College Sci"
"PART-TIME ACADEMIC INSTRUCTOR ","102087","BF0C57D5B9","$50.00","$50.00","North Dakota State College Sci"
"PART-TIME INSTRUCTIONAL ","11458","B9AC478189","$5,795.84","$5,795.84","North Dakota State College Sci"
"PART-TIME INSTRUCTIONAL ","11458","C0FA3AA89D","$13,666.28","$13,666.28","North Dakota State College Sci"
"PART-TIME INSTRUCTIONAL ","11526","35635EA5A8","$1,386.50","$1,386.50","North Dakota State College Sci"
"PART-TIME INSTRUCTIONAL ","12299","C84FF2340A","$932.00","$932.00","North Dakota State College Sci"
"PART-TIME INSTRUCTIONAL ","26163","4B0132A6A9","$200.00","$200.00","North Dakota State College Sci"
"PART-TIME INSTRUCTIONAL ","101763","DC592A87DC","$9,774.60","$9,774.60","North Dakota State College Sci"
"PERSONAL COUNSELOR","11400","DD93689702","$30,402.16","$30,402.16","North Dakota State College Sci"
"PLANNER/SCHEDULER ","11239","8B35E86392","$24,757.44","$24,757.44","North Dakota State College Sci"
"PRESIDENT ","11214","8EFB0356AD","$106,448.52","$106,448.52","North Dakota State College Sci"
"PREVENTIVE MAINTENANCE TECHN","24385","B9EC4D5F07","$21,390.36","$21,390.36","North Dakota State College Sci"
"PRINT SERVICE SPECIALIST","11435","C7EACD3502","$20,184.96","$20,184.96","North Dakota State College Sci"
"PROFESSOR ","11325","9606025CFC","$39,693.97","$39,693.97","North Dakota State College Sci"
"PROFESSOR, CHAIR","11283","1C6CEB88C2","$46,651.94","$46,651.94","North Dakota State College Sci"
"PROGRAM ADMIN ASSISTANT ","102434","2648BB5AF8","$20,913.44","$20,913.44","North Dakota State College Sci"
"PROGRAM ASSISTANT ","11389","8241601196","$21,742.00","$21,742.00","North Dakota State College Sci"
"PROGRAM COORDINATOR ","11235","316E7C0FE3","$58,642.42","$58,642.42","North Dakota State College Sci"
"PROGRAM COORDINATOR ","11235","DF80352A6F","$17,187.50","$17,187.50","North Dakota State College Sci"
"PROGRAM COORDINATOR ","11582","36E42E742E","$37,602.71","$37,602.71","North Dakota State College Sci"
"PROGRAM DIRECTOR","11140","63883BE9B0","$32,647.32","$32,647.32","North Dakota State College Sci"
"PROGRAM OUTREACH SPECIALIST ","102435","E6170AA3CE","$25,269.00","$25,269.00","North Dakota State College Sci"
"PROGRAM OUTREACH SPECIALIST ","102436","5C7FF2A063","$25,269.00","$25,269.00","North Dakota State College Sci"
"PROJECT ASSOCIATE ","100568","B202610A71","$874.30","$874.30","North Dakota State College Sci"
"PROJECT MANAGER ","11390","678AFD51A1","$37,371.48","$37,371.48","North Dakota State College Sci"
"PROJECTS INTERN ","102289","B9436BFB75","$620.00","$620.00","North Dakota State College Sci"
"PT ACADEMIC INSTR ","11477","07B6751A7F","$3,967.75","$3,967.75","North Dakota State College Sci"
"PT ACADEMIC INSTRUCTOR","101770","F7CC25E87F","$2,349.00","$2,349.00","North Dakota State College Sci"
"PT ADMINISTRATIVE ASSISTANT ","11538","1AFE6B5599","$161.18","$161.18","North Dakota State College Sci"
"PT ADMINISTRATIVE ASSISTANT ","100941","6608C263FA","$4,030.04","$4,030.04","North Dakota State College Sci"
"PT ADMINISTRATIVE ASSISTANT ","101687","8C12318394","$8,808.66","$8,808.66","North Dakota State College Sci"
"PT CUSTOMER SERVICE ASST","26282","63FDF3B534","$3,150.93","$3,150.93","North Dakota State College Sci"
"PT INSTRUCTIONAL - CNA","101762","D07C3658B4","$2,217.00","$2,217.00","North Dakota State College Sci"
"PT INSTRUCTIONAL - CNA","101766","91B758B9BD","$323.50","$323.50","North Dakota State College Sci"
"PT INSTRUCTOR CNA ","101765","CA9DA3DE90","$2,606.40","$2,606.40","North Dakota State College Sci"
"PT PERFORMING ARTS","101816","4C60FDEBA8","$261.00","$261.00","North Dakota State College Sci"
"PT POLICE OFFICER ","100967","230212E37C","$138.12","$138.12","North Dakota State College Sci"
"PT POLICE OFFICER ","100967","4D4CEA09AB","$954.03","$954.03","North Dakota State College Sci"
"PT POLICE OFFICER ","100967","B5DD9A6122","$192.96","$192.96","North Dakota State College Sci"
"PT POLICE OFFICER ","100967","DABF093F89","$1,711.25","$1,711.25","North Dakota State College Sci"
"PUBLICATIONS SPECIALIST ","12373","002535E0B2","$23,738.04","$23,738.04","North Dakota State College Sci"
"PURCHASING & RECORD TECHNICIAN","24495","21C9238245","$17,482.56","$17,482.56","North Dakota State College Sci"
"RAPID RESPONSE TECHNICIAN ","11155","886556525A","$21,374.76","$21,374.76","North Dakota State College Sci"
"RAPID RESPONSE TECHNICIAN ","11262","B1DE8AC92B","$16,664.52","$16,664.52","North Dakota State College Sci"
"RAPID RESPONSE TECHNICIAN ","11303","589952299D","$21,538.46","$21,538.46","North Dakota State College Sci"
"REC ASSISTANT ","26260","D3E30D6027","$4,376.94","$4,376.94","North Dakota State College Sci"
"RECEPTIONIST","11428","7E57B3D05E","$17,531.52","$17,531.52","North Dakota State College Sci"
"RECORDS ASSOCIATE ","27578","E317AD028B","$14,837.28","$14,837.28","North Dakota State College Sci"
"REGISTRAR ","11342","2B9263A894","$30,174.36","$30,174.36","North Dakota State College Sci"
"RELATED STUDY COORDINATOR ","11256","3EFDCD852A","$6,081.66","$6,081.66","North Dakota State College Sci"
"RESIDENT ASSISTANT","11222","B28F723C04","$425.52","$425.52","North Dakota State College Sci"
"RESIDENT ASSISTANT","11289","4FE159E9D0","$425.52","$425.52","North Dakota State College Sci"
"RESIDENT ASSISTANT","11472","BA9E50F3D3","$425.52","$425.52","North Dakota State College Sci"
"RESIDENT ASSISTANT","11613","7B498B37C0","$1,200.51","$1,200.51","North Dakota State College Sci"
"RESIDENT ASSISTANT","12559","DBF234B7E2","$425.52","$425.52","North Dakota State College Sci"
"RESIDENT ASSISTANT","26863","92EA4F9C22","$425.52","$425.52","North Dakota State College Sci"
"RESIDENT ASSISTANT","28536","AA565353D7","$378.24","$378.24","North Dakota State College Sci"
